full_name,monetary,frequency,recency,rfm_segment
Emin Sirait,3596650,10,9,
Emin Siregar,9137223,7,153,potential churners
Emin Sitompul,411539,2,615,lost_customers
Emin Suryono,8276817,10,589,
Emin Tarihoran,4323299,10,72,potential churners
Emin Thamrin,974128,2,749,lost_customers
Emong Dongoran,34995404,57,39,"slipping away, cannot lose"
Emong Firgantoro,6436865,11,159,potential churners
Emong Firmansyah,5778018,16,27,potential churners
Emong Gunawan,16997968,21,103,active
Emong Hardiansyah,56724864,67,11,"slipping away, cannot lose"
Emong Hutasoit,1230789,5,138,lost_customers
Emong Januar,10491895,18,54,potential churners
Emong Latupono,289206,1,1730,lost_customers
Emong Manullang,10808488,26,26,potential churners
Emong Nababan,28594229,21,65,active
Emong Nainggolan,1916796,3,646,lost_customers
Emong Nugroho,226701,1,1569,lost_customers
Emong Prasasta,292543,1,251,lost_customers
Emong Saefullah,1018028,2,719,lost_customers
Emong Santoso,340993,1,700,lost_customers
Emong Setiawan,206951,1,0,lost_customers
Emong Sihombing,752127,1,78,lost_customers
Emong Sinaga,144521,1,162,lost_customers
Emong Siregar,92340286,104,12,loyal
Emong Situmorang,2245354,9,1,
Emong Suryono,1251294,5,226,lost_customers
Emong Suwarno,45537939,19,258,new customers
Emong Tamba,215786,1,1551,lost_customers
Emong Tampubolon,2547819,5,81,lost_customers
Emong Utama,897626,3,32,
Emong Uwais,1479683,3,337,lost_customers
Emong Wacana,12821179,26,91,
Emong Wijaya,2611370,9,128,potential churners
Empluk Budiman,389051,2,1043,lost_customers
Empluk Dabukke,79204418,45,24,loyal
Empluk Dongoran,181820,1,2164,lost_customers
Empluk Gunarto,74887416,73,28,loyal
Empluk Gunawan,67986316,77,1,loyal
Empluk Halim,475530,2,773,lost_customers
Empluk Hutasoit,306483,1,1394,lost_customers
Empluk Januar,10575345,11,105,potential churners
Empluk Kusumo,311351,1,131,lost_customers
Empluk Kuswoyo,3416332,10,440,
Empluk Maheswara,73022734,89,25,loyal
Empluk Mandala,771646,3,651,lost_customers
Empluk Manullang,249521,1,50,
Empluk Marpaung,175878,1,141,lost_customers
Empluk Maulana,1850109,3,1995,lost_customers
Empluk Mustofa,408139,2,17,lost_customers
Empluk Najmudin,604045,2,1084,lost_customers
Empluk Nashiruddin,4409211,13,19,
Empluk Pangestu,4862286,10,98,potential churners
Empluk Prasetya,342320,2,928,lost_customers
Empluk Prasetyo,533096,2,8,lost_customers
Empluk Putra,5275243,13,94,potential churners
Empluk Rajasa,4614320,10,38,potential churners
Empluk Ramadan,6775695,11,9,
Empluk Saefullah,52773595,58,15,"slipping away, cannot lose"
Empluk Saptono,5186883,9,38,potential churners
Empluk Saputra,3641622,6,455,
Empluk Saragih,2214528,6,234,lost_customers
Empluk Setiawan,50270310,64,3,"slipping away, cannot lose"
Empluk Sihombing,19748010,27,57,active
Empluk Simanjuntak,4848721,12,0,
Empluk Situmorang,250233,1,1357,lost_customers
Empluk Suwarno,3545250,10,34,potential churners
Empluk Wahyudin,448895,1,372,lost_customers
Empluk Waluyo,43934713,49,15,"slipping away, cannot lose"
Empluk Wibowo,18962566,21,32,active
Empluk Winarno,11927794,18,92,potential churners
Endah Agustina,1698037,6,165,lost_customers
Endah Andriani,72293880,146,14,loyal
Endah Anggraini,74055089,63,12,loyal
Endah Farida,219455,1,1611,lost_customers
Endah Fujiati,92866217,128,24,loyal
Endah Halimah,10644112,21,57,potential churners
Endah Hariyah,3236837,7,359,
Endah Hartati,183143,2,324,lost_customers
Endah Haryanti,366579,1,769,lost_customers
Endah Hasanah,139889158,166,14,loyal
Endah Hassanah,207734296,169,12,loyal
Endah Hastuti,347858,1,854,lost_customers
Endah Kusmawati,5063293,5,49,
Endah Lailasari,8875290,17,61,potential churners
Endah Laksita,3741233,12,93,potential churners
Endah Laksmiwati,19706290,31,29,active
Endah Lestari,311377,1,2108,lost_customers
Endah Mandasari,46274801,45,12,"slipping away, cannot lose"
Endah Mardhiyah,128901968,74,68,
Endah Maryati,96690732,70,28,loyal
Endah Mayasari,4164352,11,336,
Endah Melani,41643263,49,14,"slipping away, cannot lose"
Endah Mulyani,153591145,127,11,loyal
Endah Novitasari,614748943,121,35,loyal
Endah Nuraini,5780336,17,4,
Endah Nurdiyanti,9313337,19,19,
Endah Oktaviani,9785557,15,68,potential churners
Endah Padmasari,1682720,7,190,lost_customers
Endah Palastri,6453782,10,406,
Endah Permata,316923,2,379,lost_customers
Endah Pertiwi,853008,4,57,
Endah Prastuti,794144,4,372,lost_customers
Endah Pratiwi,1029270,4,181,lost_customers
Endah Pudjiastuti,1800606,7,211,lost_customers
Endah Purnawati,118370884,133,7,loyal
Endah Purwanti,318131589,291,45,loyal
Endah Puspasari,80258919,76,9,loyal
Endah Puspita,6313778,11,161,potential churners
Endah Rahayu,94408692,80,27,loyal
Endah Rahimah,38991295,52,52,active
Endah Rahmawati,28825294,50,62,active
Endah Riyanti,2593228,4,442,lost_customers
Endah Safitri,252957,1,1338,lost_customers
Endah Suartini,46180353,23,112,active
Endah Suryatmi,55606428,58,23,"slipping away, cannot lose"
Endah Susanti,36917431,48,0,"slipping away, cannot lose"
Endah Usada,278473686,199,53,loyal
Endah Usamah,2243061,3,1723,lost_customers
Endah Utami,18518534,30,75,active
Endah Uyainah,9007168,12,170,potential churners
Endah Wastuti,2942031,11,204,
Endah Wijayanti,137716366,48,42,loyal
Endah Winarsih,41939266,41,26,active
Endah Wulandari,15402421,16,209,active
Endah Yolanda,12241814,22,2,
Endah Yulianti,93277819,104,0,loyal
Endah Yuniar,22296907,25,114,active
Endah Zulaika,106595027,89,4,loyal
Endra Ardianto,131467987,110,14,loyal
Endra Budiman,207547,1,594,lost_customers
Endra Gunawan,40297923,32,27,active
Endra Hakim,432085,2,103,lost_customers
Endra Hidayat,82912066,108,48,loyal
Endra Hutagalung,4009778,8,217,
Endra Jailani,20366165,27,56,active
Endra Januar,4875840,4,430,lost_customers
Endra Mangunsong,433434,2,549,lost_customers
Endra Manullang,12426514,10,186,potential churners
Endra Marbun,17990657,23,54,active
Endra Maryadi,1675170,2,532,lost_customers
Endra Megantara,286630400,216,83,
Endra Najmudin,2065337,5,375,lost_customers
Endra Napitupulu,4951335,9,107,potential churners
Endra Nugroho,793111,4,253,lost_customers
Endra Pradipta,442705,1,1132,lost_customers
Endra Prasetya,586829,2,1006,lost_customers
Endra Pratama,996879,3,510,lost_customers
Endra Salahudin,2626823,4,125,lost_customers
Endra Saputra,9803057,18,104,potential churners
Endra Setiawan,11422804,27,18,
Endra Sihombing,1973736,2,755,lost_customers
Endra Sihotang,7333278,11,171,potential churners
Endra Sinaga,45311012,40,82,active
Endra Situmorang,1761163,4,135,lost_customers
Endra Tampubolon,383196,2,161,lost_customers
Endra Utama,18408137,9,329,active
Endra Wacana,93428496,55,33,loyal
Endra Wahyudin,161503,1,87,lost_customers
Endra Waskita,3350695,10,117,potential churners
Endra Wijaya,1531897,4,57,
Endra Zulkarnain,202523,1,140,lost_customers
Enteng Ardianto,246133,1,1637,lost_customers
Enteng Budiman,26214129,23,16,"slipping away, cannot lose"
Enteng Hardiansyah,224933,1,0,lost_customers
Enteng Hutagalung,151081820,104,4,loyal
Enteng Kurniawan,16310286,27,37,active
Enteng Kusumo,141725,1,1369,lost_customers
Enteng Kuswoyo,71782048,127,6,loyal
Enteng Mangunsong,196702,1,328,lost_customers
Enteng Mansur,873539,5,294,lost_customers
Enteng Nainggolan,25494624,18,241,active
Enteng Nashiruddin,23887358,20,48,active
Enteng Nugroho,336833269,94,30,loyal
Enteng Permadi,9442621,16,50,potential churners
Enteng Prasetyo,11102249,11,67,potential churners
Enteng Prayoga,274777180,103,23,loyal
Enteng Rajasa,70785900,90,5,loyal
Enteng Ramadan,252052,1,381,lost_customers
Enteng Saefullah,122210632,120,1,loyal
Enteng Salahudin,161788578,120,29,loyal
Enteng Santoso,1718717,4,150,lost_customers
Enteng Saptono,96888770,61,69,
Enteng Sihombing,37204249,73,35,"slipping away, cannot lose"
Enteng Sirait,4912665,13,25,potential churners
Enteng Siregar,66071620,61,2,loyal
Enteng Situmorang,381122631,253,1,loyal
Enteng Suryono,5663594,17,52,potential churners
Enteng Tamba,7775204,16,170,potential churners
Enteng Utama,1634609,5,162,lost_customers
Enteng Waskita,97045991,122,34,loyal
Enteng Widodo,10661010,14,36,potential churners
Enteng Winarno,114182458,157,7,loyal
Erik Budiman,3831761,13,129,potential churners
Erik Budiyanto,20301978,8,405,active
Erik Damanik,87388680,34,98,active
Erik Hardiansyah,21611563,34,38,active
Erik Haryanto,334831360,114,16,loyal
Erik Hidayat,53109794,16,37,active
Erik Hutasoit,20335891,23,22,"slipping away, cannot lose"
Erik Jailani,24608504,13,135,potential churners
Erik Latupono,648416,1,988,lost_customers
Erik Lazuardi,2542709,6,29,potential churners
Erik Maheswara,562939854,236,4,loyal
Erik Mandala,420544757,288,56,loyal
Erik Mansur,174089,1,295,lost_customers
Erik Marbun,68640699,73,1,loyal
Erik Nababan,6610124,12,8,
Erik Nainggolan,1564049,4,233,lost_customers
Erik Napitupulu,4312789,7,13,
Erik Narpati,352057,1,309,lost_customers
Erik Nashiruddin,398171,1,824,lost_customers
Erik Permadi,202527,1,1643,lost_customers
Erik Pradipta,3185729,8,42,potential churners
Erik Prasasta,587931,2,609,lost_customers
Erik Prasetyo,366786504,389,4,loyal
Erik Pratama,672009,2,767,lost_customers
Erik Putra,702384,3,196,lost_customers
Erik Saefullah,301820,2,559,lost_customers
Erik Samosir,251418348,148,43,loyal
Erik Santoso,430692,1,546,lost_customers
Erik Saragih,854477,3,246,lost_customers
Erik Sihombing,300176,1,333,lost_customers
Erik Simbolon,10010644,12,65,potential churners
Erik Siregar,26912158,13,36,active
Erik Sitompul,224587,2,175,lost_customers
Erik Sitorus,7700263,11,21,
Erik Tamba,328591,1,1099,lost_customers
Erik Tampubolon,34372106,51,16,"slipping away, cannot lose"
Erik Waluyo,22541794,25,53,active
Erik Wasita,412529,1,302,lost_customers
Erik Wibisono,124433191,65,7,loyal
Estiawan Adriansyah,5007600,8,181,potential churners
Estiawan Budiman,54806413,92,19,"slipping away, cannot lose"
Estiawan Budiyanto,662884,2,881,lost_customers
Estiawan Dabukke,6752527,14,14,
Estiawan Habibi,189851,1,510,lost_customers
Estiawan Hakim,20299363,19,125,active
Estiawan Halim,3341094,6,184,potential churners
Estiawan Hidayat,795143,3,286,lost_customers
Estiawan Hutapea,1484359,4,331,lost_customers
Estiawan Jailani,6119324,9,242,
Estiawan Latupono,39425464,35,20,"slipping away, cannot lose"
Estiawan Lazuardi,6354145,10,84,potential churners
Estiawan Maheswara,23879901,17,136,potential churners
Estiawan Mansur,88346975,116,47,loyal
Estiawan Marpaung,15833580,7,104,potential churners
Estiawan Maryadi,27248865,22,53,active
Estiawan Maulana,41814751,17,214,active
Estiawan Nababan,356730,1,1582,lost_customers
Estiawan Nainggolan,6509887,11,96,potential churners
Estiawan Najmudin,446742,1,787,lost_customers
Estiawan Nashiruddin,25948812,48,68,active
Estiawan Nugroho,102896567,37,114,active
Estiawan Permadi,164349283,155,20,loyal
Estiawan Pradana,4554340,4,627,lost_customers
Estiawan Prasasta,4726474,7,126,potential churners
Estiawan Pratama,142005751,150,8,loyal
Estiawan Rajasa,8743115,17,67,potential churners
Estiawan Ramadan,143036666,76,45,loyal
Estiawan Saefullah,9491837,16,109,potential churners
Estiawan Santoso,40305431,73,13,"slipping away, cannot lose"
Estiawan Saputra,107834367,110,31,loyal
Estiawan Setiawan,23823565,38,15,"slipping away, cannot lose"
Estiawan Sihombing,12144405,21,33,potential churners
Estiawan Sihotang,6593075,13,57,potential churners
Estiawan Siregar,2717952,4,2086,lost_customers
Estiawan Sitompul,12834083,7,924,
Estiawan Tamba,157732881,164,33,loyal
Estiawan Utama,2519404,8,31,potential churners
Estiawan Uwais,282598,1,1789,lost_customers
Estiawan Zulkarnain,6748394,11,7,
Estiono Ardianto,165641232,96,38,loyal
Estiono Budiyanto,18775598,32,54,active
Estiono Damanik,422397,2,62,
Estiono Firgantoro,7819350,20,3,
Estiono Gunarto,891834,3,365,lost_customers
Estiono Hidayanto,163795,1,980,lost_customers
Estiono Januar,26572120,31,26,active
Estiono Kurniawan,5600099,12,204,
Estiono Latupono,12606149,22,95,
Estiono Mandala,256724,1,468,lost_customers
Estiono Maryadi,5274176,15,154,potential churners
Estiono Nababan,54022640,41,76,active
Estiono Nashiruddin,3254769,5,97,lost_customers
Estiono Natsir,3967964,8,84,potential churners
Estiono Pangestu,146996,1,118,lost_customers
Estiono Prabowo,142497979,24,160,active
Estiono Pradana,26637213,28,43,active
Estiono Prakasa,31698079,48,25,active
Estiono Setiawan,355762,1,155,lost_customers
Estiono Sihotang,485542,2,599,lost_customers
Estiono Simanjuntak,7149988,4,1442,lost_customers
Estiono Sinaga,2608424,6,275,
Estiono Sitompul,259134,1,161,lost_customers
Estiono Sitorus,187273,1,168,lost_customers
Estiono Situmorang,7027215,22,51,potential churners
Estiono Utama,43637382,52,35,active
Estiono Uwais,1781686,3,59,
Estiono Wacana,7270122,10,217,
Estiono Waluyo,43486961,54,19,"slipping away, cannot lose"
Estiono Waskita,1885423,5,370,lost_customers
Estiono Zulkarnain,357511,1,1554,lost_customers
Eva Agustina,640888,2,0,lost_customers
Eva Andriani,154785113,195,70,
Eva Aryani,232931889,151,0,loyal
Eva Farida,22078202,51,42,active
Eva Halimah,589404,2,775,lost_customers
Eva Handayani,25398600,43,38,active
Eva Hariyah,140499901,123,36,loyal
Eva Hartati,4794918,14,15,
Eva Haryanti,12268158,16,336,
Eva Hasanah,12492440,11,11,
Eva Hassanah,220335300,156,0,loyal
Eva Kusmawati,2047000,5,296,lost_customers
Eva Kuswandari,27121678,22,41,active
Eva Lailasari,3060310,4,456,lost_customers
Eva Laksita,62747490,65,5,loyal
Eva Laksmiwati,114487694,90,30,loyal
Eva Lestari,11987045,9,82,potential churners
Eva Mandasari,173248258,74,8,loyal
Eva Mardhiyah,32994331,27,54,active
Eva Melani,5129220,7,211,
Eva Mulyani,9894458,16,194,potential churners
Eva Namaga,70288806,39,47,loyal
Eva Nasyiah,21343084,28,16,"slipping away, cannot lose"
Eva Nasyidah,197350922,176,6,loyal
Eva Novitasari,88298912,89,0,loyal
Eva Nuraini,2882495,8,260,
Eva Nurdiyanti,1574945,4,646,lost_customers
Eva Oktaviani,6441399,15,48,potential churners
Eva Padmasari,16201907,11,559,active
Eva Palastri,233350,1,761,lost_customers
Eva Permata,877773,2,808,lost_customers
Eva Pertiwi,2798953,11,22,
Eva Prastuti,52160553,60,3,"slipping away, cannot lose"
Eva Pratiwi,841156,2,223,lost_customers
Eva Pudjiastuti,63208347,72,15,loyal
Eva Purnawati,2359662,6,36,potential churners
Eva Purwanti,8500612,17,13,
Eva Puspasari,83992276,125,20,loyal
Eva Puspita,22516829,49,89,active
Eva Rahayu,23252418,34,54,active
Eva Safitri,17788551,31,94,active
Eva Sudiati,543689785,391,15,loyal
Eva Suryatmi,13000486,18,67,potential churners
Eva Susanti,33578899,44,31,active
Eva Usada,1849465601,1447,49,loyal
Eva Usamah,120797338,81,0,loyal
Eva Uyainah,217110870,270,42,loyal
Eva Wahyuni,650818578,594,1,loyal
Eva Wastuti,52199033,72,7,"slipping away, cannot lose"
Eva Widiastuti,1895607,5,150,lost_customers
Eva Wijayanti,16763214,16,47,active
Eva Winarsih,5338343,14,3,
Eva Wulandari,6138527,10,68,potential churners
Eva Yolanda,451572482,144,3,loyal
Eva Yulianti,68396042,108,14,loyal
Eva Yuliarti,91912748,51,45,loyal
Eva Zulaika,112515539,143,21,loyal
Faizah Agustina,158806549,95,44,loyal
Faizah Anggraini,94808442,56,7,loyal
Faizah Aryani,7602393,5,73,lost_customers
Faizah Astuti,17709836,25,62,active
Faizah Farida,38742773,46,24,"slipping away, cannot lose"
Faizah Fujiati,124035719,81,61,loyal
Faizah Halimah,297421178,83,25,loyal
Faizah Handayani,446504337,493,2,loyal
Faizah Hariyah,82266958,32,40,loyal
Faizah Haryanti,155169142,195,49,loyal
Faizah Hasanah,69981013,93,16,loyal
Faizah Hassanah,4087216,7,706,
Faizah Kusmawati,113601438,31,224,
Faizah Kuswandari,196488004,102,32,loyal
Faizah Lailasari,78947802,96,30,loyal
Faizah Laksita,116474592,88,52,loyal
Faizah Lestari,190556,1,198,lost_customers
Faizah Mandasari,427130,2,168,lost_customers
Faizah Mardhiyah,49982464,62,84,
Faizah Maryati,133201176,125,39,loyal
Faizah Mayasari,9831306,12,11,
Faizah Melani,421582808,162,1,loyal
Faizah Mulyani,213542709,117,48,loyal
Faizah Namaga,882359,1,1435,lost_customers
Faizah Nasyiah,89450085,64,28,loyal
Faizah Nasyidah,81636940,105,8,loyal
Faizah Nuraini,110529181,86,32,loyal
Faizah Nurdiyanti,17903107,21,79,active
Faizah Oktaviani,98934517,114,25,loyal
Faizah Padmasari,20686518,24,40,active
Faizah Palastri,3432915,13,15,
Faizah Pertiwi,93407135,65,0,loyal
Faizah Prastuti,17506103,15,109,potential churners
Faizah Pratiwi,193142707,108,50,loyal
Faizah Pudjiastuti,59740773,28,77,active
Faizah Purnawati,1631774,5,183,lost_customers
Faizah Purwanti,36834471,12,375,active
Faizah Puspasari,113051710,95,7,loyal
Faizah Puspita,108190093,169,8,loyal
Faizah Rahayu,18375087,27,34,active
Faizah Rahimah,6494415,12,232,
Faizah Rahmawati,196297151,95,29,loyal
Faizah Riyanti,50755693,70,45,"slipping away, cannot lose"
Faizah Safitri,58144980,34,37,loyal
Faizah Suryatmi,88828837,22,115,active
Faizah Usada,14483393,24,54,active
Faizah Usamah,4110434,8,27,potential churners
Faizah Uyainah,13011531,34,25,potential churners
Faizah Wahyuni,77697693,77,50,loyal
Faizah Wastuti,49402399,70,21,"slipping away, cannot lose"
Faizah Widiastuti,151791074,85,31,loyal
Faizah Wijayanti,950483,2,172,lost_customers
Faizah Wulandari,70871748,75,24,loyal
Faizah Yulianti,113338478,66,6,loyal
Faizah Yuliarti,467719,2,187,lost_customers
Faizah Yuniar,84892860,112,3,loyal
Faizah Zulaika,50801634,85,40,"slipping away, cannot lose"
Farah Agustina,362609823,315,40,loyal
Farah Andriani,113984126,160,44,loyal
Farah Anggraini,25712866,40,1,"slipping away, cannot lose"
Farah Aryani,58737675,53,0,loyal
Farah Astuti,254361476,134,28,loyal
Farah Farida,227688481,194,8,loyal
Farah Fujiati,72509383,66,43,loyal
Farah Halimah,126445972,122,13,loyal
Farah Handayani,90969829,59,40,loyal
Farah Hariyah,778673,4,188,lost_customers
Farah Hasanah,26394229,31,18,"slipping away, cannot lose"
Farah Hassanah,58417995,54,11,loyal
Farah Hastuti,11045974,23,88,
Farah Kusmawati,130975,1,121,lost_customers
Farah Kuswandari,38407534,26,10,"slipping away, cannot lose"
Farah Lailasari,32157224,16,58,active
Farah Laksita,5593635,10,6,
Farah Laksmiwati,413055,2,871,lost_customers
Farah Lestari,4045982,9,42,potential churners
Farah Mandasari,8009420,25,38,potential churners
Farah Mardhiyah,47063421,16,86,potential churners
Farah Mayasari,11681329,29,17,
Farah Mulyani,4379228,5,167,lost_customers
Farah Namaga,210659429,149,1,loyal
Farah Nasyiah,305978538,100,48,loyal
Farah Nasyidah,8241814,9,357,
Farah Novitasari,113017528,93,2,loyal
Farah Nuraini,55522759,57,0,"slipping away, cannot lose"
Farah Nurdiyanti,23006580,32,38,active
Farah Oktaviani,404847262,443,1,loyal
Farah Padmasari,67099181,47,90,active
Farah Palastri,52056494,80,28,"slipping away, cannot lose"
Farah Permata,2969460,5,54,
Farah Pertiwi,8887493,16,129,potential churners
Farah Prastuti,23904084,31,73,active
Farah Pudjiastuti,252158626,279,5,loyal
Farah Purnawati,239373966,185,42,loyal
Farah Purwanti,3137733,10,49,potential churners
Farah Puspasari,1130948,6,2,
Farah Puspita,18120606,31,51,active
Farah Rahayu,29580625,38,86,active
Farah Rahimah,112809764,54,20,loyal
Farah Rahmawati,161301602,81,42,loyal
Farah Safitri,19179627,18,65,potential churners
Farah Suartini,273272299,155,2,loyal
Farah Sudiati,288529873,74,16,loyal
Farah Suryatmi,47966718,61,6,"slipping away, cannot lose"
Farah Susanti,414021,2,77,lost_customers
Farah Usada,265084868,207,11,loyal
Farah Usamah,201187683,106,2,loyal
Farah Utami,68815925,58,6,loyal
Farah Wahyuni,29268739,36,53,active
Farah Widiastuti,26956159,14,124,potential churners
Farah Wijayanti,244873506,46,33,loyal
Farah Winarsih,182389658,143,25,loyal
Farah Wulandari,115819034,72,36,loyal
